lab_id,subj_id,subj_num,age_group,age_days,premature_days,method,screen_size_inches,infant_distance_cm,RA_number,RA_1,RA_1_naive,RA_2,RA_2_naive,cb_order,condition,push_up_identity,push_up_order,push_up_side,meet_eligibility,exclude_session,exclusion_type_1,exclusion_type_2,exclusion_type_3,exclusion_type_4,notes,second_session,caregiver_seat,participant_gender,primarycaregiver_gender,hearing_vision,hearing_vision_info,cognitive_developmental,cognitive_developmental_info,infant_handedness,parentA_handedness,parentB_handedness,primary_language,percent_primarylanguage,colorblindness_primaryfamily,choice_experimenter_mask,character_choice,helper_hinderer_choice,left_right_choice,touch_both,touch_both_usable,trial1_sawcriticalevent,trial1_lookingtime_videoevent,trial1_lookingtime_freezeframe,trial1_numrepeats,trial2_sawcriticalevent,trial2_lookingtime_videoevent,trial2_lookingtime_freezeframe,trial2_numrepeats,trial3_sawcriticalevent,trial3_lookingtime_videoevent,trial3_lookingtime_freezeframe,trial3_numrepeats,trial4_sawcriticalevent,trial4_lookingtime_videoevent,trial4_lookingtime_freezeframe,trial4_numrepeats,trial5_sawcriticalevent,trial5_lookingtime_videoevent,trial5_lookingtime_freezeframe,trial5_numrepeats,trial6_sawcriticalevent,trial6_lookingtime_videoevent,trial6_lookingtime_freezeframe,trial6_numrepeats,trial7_sawcriticalevent,trial7_lookingtime_videoevent,trial7_lookingtime_freezeframe,trial7_numrepeats,trial8_sawcriticalevent,trial8_lookingtime_videoevent,trial8_lookingtime_freezeframe,trial8_numrepeats,trial9_sawcriticalevent,trial9_lookingtime_videoevent,trial9_lookingtime_freezeframe,trial9_numrepeats,trial10_sawcriticalevent,trial10_lookingtime_videoevent,trial10_lookingtime_freezeframe,trial10_numrepeats,trial11_sawcriticalevent,trial11_lookingtime_videoevent,trial11_lookingtime_freezeframe,trial11_numrepeats,trial12_sawcriticalevent,trial12_lookingtime_videoevent,trial12_lookingtime_freezeframe,trial12_numrepeats,trial13_sawcriticalevent,trial13_lookingtime_videoevent,trial13_lookingtime_freezeframe,trial13_numrepeats,trial14_sawcriticalevent,trial14_lookingtime_videoevent,trial14_lookingtime_freezeframe,trial14_numrepeats
babylabamsterdam,1,1,nine,293,0,eye-tracking,24,60,2,AnSa,Y,JaBa,N,8,social,square,second,left,Y,excluded,ExperimenterError,NA,NA,NA,NA,N,seat,female,male,N,NA,N,NA,R,R,R,Dutch,90,N,N,triangle,hinderer,right,N,NA,Y,10.9932984,18.0909753,0,Y,10.9393706,13.0106655,0,Y,10.9408341,6.5940393,0,Y,10.9571177,6.1776868,0,Y,10.9930022,8.893136,0,Y,10.8370001,4.609471,0,Y,10.5866124,6.4772334,0,Y,10.613,4.4412659,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
babylabamsterdam,10,10,nine,295,0,eye-tracking,24,60,2,JuBo,Y,JaBa,N,11,nonsocial,triangle,second,right,Y,excluded,FussOut,NA,NA,NA,NA,N,caregiver,female,female,N,NA,N,NA,U,R,R,Icelandic,42,N,N,NA,NA,NA,N,NA,Y,6.49,9.24,0,Y,5.18,7.03,0,Y,3.67,13.83,0,N,0.34,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
babylabamsterdam,11,11,nine,288,0,eye-tracking,24,60,2,FeVe,Y,JaBa,N,13,nonsocial,square,first,right,Y,excluded,FailToViewCritPeriod,NA,NA,NA,NA,N,seat,female,female,N,NA,N,NA,U,R,R,Dutch,100,N,N,triangle,hinderer,left,N,NA,Y,6.4945975,7.8286592,0,Y,5.107346,8.9113988,0,Y,5.9941763,3.5971984,1,N,2.1907506,NA,2,Y,4.8030091,4.6569478,0,Y,4.5444061,2.3434386,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
babylabamsterdam,12,12,ten,316,0,eye-tracking,24,60,2,FeVe,Y,JaBa,N,14,nonsocial,square,first,left,Y,excluded,FailToMakeChoice,NA,NA,NA,camera stopped recording shortly before the end of the choice phase,N,seat,female,female,N,NA,N,NA,U,R,R,Dutch,80,N,N,none,none,none,N,NA,Y,6.4910238,21.3923631,0,Y,6.2463198,6.1754519,0,Y,6.2115444,9.308311,0,Y,6.4942302,5.2263365,0,Y,6.4930923,8.6929914,0,Y,6.4980665,30,0,Y,6.4916011,19.4588957,0,Y,6.4909664,4.6242451,0,Y,6.4927372,8.2964809,0,Y,6.2002193,8.1583038,0,Y,6.4919728,7.4769079,0,Y,6.2905474,13.8100605,0,Y,6.4937006,15.1600608,0,Y,6.4912916,10.3097849,0
babylabamsterdam,13,13,six,202,0,eye-tracking,24,60,2,JuBo,Y,JaBa,N,7,social,square,second,right,Y,not_excluded,NA,NA,NA,NA,NA,N,seat,male,female,N,NA,N,NA,U,R,R,Dutch,100,N,N,square,helper,right,N,NA,Y,10.5402399,22.7254296,0,Y,10.4774744,14.857887,0,Y,10.544967,7.6575212,0,Y,10.9596811,19.0097767,0,Y,10.4945405,10.3250383,0,Y,10.2738775,30.5581521,0,Y,9.7745334,14.8107517,0,Y,10.7742151,12.4436053,0,Y,10.5286678,19.2932038,0,Y,10.697478,2.2930812,0,Y,10.7434884,7.9415987,0,Y,10.5064952,23.5267319,0,Y,9.6969373,7.6086063,0,Y,7.9432121,11.8738623,0
babylabamsterdam,14,14,ten,319,0,eye-tracking,24,60,2,AnSa,Y,JaBa,N,6,social,square,first,left,Y,excluded,EquipmentError,NA,NA,NA,eye tracker lost signal during habituation phase,N,seat,female,female,N,NA,N,NA,U,R,L,Bengali,80,N,N,triangle,hinderer,right,N,NA,Y,10.9942101,20.2594768,0,Y,10.9930209,30,0,Y,10.2438361,6.2097396,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
babylabamsterdam,15,15,ten,311,0,eye-tracking,24,60,2,FeVe,Y,JaBa,N,9,nonsocial,triangle,first,right,Y,excluded,FailToViewCritPeriod,NA,NA,NA,NA,N,seat,female,female,N,NA,N,NA,U,R,R,English,80,N,N,triangle,helper,right,N,NA,Y,3.7095451,2.010334,0,Y,5.0590528,3.0775427,0,Y,5.0339027,5.0578569,0,Y,4.2963649,4.1747884,0,Y,3.625598,1.7782642,0,Y,4.5366217,9.5918439,0,Y,3.1607589,1.7938483,0,Y,3.2843958,3.7421908,0,N,2.091315,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
babylabamsterdam,16,16,ten,311,0,eye-tracking,24,60,2,AnSa,Y,JaBa,N,6,social,square,first,left,Y,not_excluded,NA,NA,NA,NA,NA,N,caregiver,female,female,N,NA,N,NA,B,R,L,Dutch,95,N,N,triangle,hinderer,right,N,NA,Y,10.9901159,2.9434474,0,Y,10.9846906,19.2178769,0,Y,10.9933649,12.5747391,0,Y,10.9911295,11.124831,0,Y,10.9938887,15.6253898,0,Y,10.9957064,14.2091868,0,Y,10.7709179,12.6582617,0,Y,10.9898717,16.160952,0,Y,10.6913296,13.9945367,0,Y,10.9923441,12.7277207,0,Y,10.8385098,8.3092898,0,Y,10.9924018,8.2931009,0,Y,10.9918347,6.7789171,0,Y,10.5666681,4.9273297,0
babylabamsterdam,18,17,eight,255,0,eye-tracking,24,60,2,FeVe,Y,JaBa,N,16,nonsocial,square,second,left,Y,not_excluded,NA,NA,NA,NA,NA,N,seat,male,female,N,NA,N,NA,U,R,L,Dutch,100,N,N,square,helper,left,N,NA,Y,6.4938018,16.9105084,0,Y,4.5601569,14.9937816,0,Y,4.4427588,12.6441719,0,Y,4.5684969,30,0,Y,6.3940497,16.0772239,0,Y,4.4454926,0.0261257,0,Y,4.6750028,15.1098788,0,Y,6.2387445,7.3296716,0,Y,6.3235078,15.9936412,0,Y,6.4922983,9.210668,0,Y,6.1085088,6.7796667,0,Y,6.1277251,4.3134746,0,NA,NA,NA,NA,NA,NA,NA,NA
babylabamsterdam,19,18,six,189,0,eye-tracking,24,60,2,JuBo,Y,JaBa,N,3,social,triangle,second,right,Y,not_excluded,NA,NA,NA,NA,NA,N,caregiver,male,female,N,NA,N,NA,U,R,R,Dutch,100,N,N,square,hinderer,left,N,NA,Y,10.3071987,26.8757645,0,Y,10.9744024,30,0,Y,10.9915935,30,0,Y,10.9262109,30,0,Y,10.9178317,17.483438,0,Y,10.3376581,7.2084749,0,Y,9.6372894,6.9925392,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
babylabamsterdam,2,2,eight,248,0,eye-tracking,24,60,2,JuBo,Y,JaBa,N,3,social,triangle,second,right,Y,excluded,ExperimenterError,NA,NA,NA,NA,N,seat,male,female,N,NA,N,NA,R,R,L,German,85,N,N,square,hinderer,left,N,NA,Y,10.8593243,23.3761926,0,Y,10.9933337,30,0,Y,10.9093978,30,0,Y,10.9948335,19.6958374,0,Y,10.7782837,15.526561,0,Y,10.9919447,26.6118037,0,Y,10.992519,12.8750269,0,Y,10.9939498,5.4416217,0,Y,9.7074689,6.7459147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
babylabamsterdam,20,19,nine,281,0,eye-tracking,24,60,2,AnSa,Y,JaBa,N,2,social,triangle,first,left,Y,not_excluded,NA,NA,NA,NA,NA,N,caregiver,male,female,N,NA,N,NA,R,R,R,English,50,N,N,square,hinderer,right,N,NA,Y,10.1722883,11.4107849,0,Y,10.9120641,7.3758608,0,Y,10.9928201,4.9452099,0,Y,7.5923175,5.4582915,1,Y,7.5397598,5.5608319,2,Y,9.4740708,4.9259395,0,Y,7.8736812,4.455116,0,Y,9.5981289,22.6754662,1,Y,9.9500778,9.329511,0,Y,9.5352976,6.5007575,0,Y,6.7549315,2.5580095,0,Y,10.0111667,7.4103441,0,Y,9.2269916,10.8084034,1,Y,8.2435878,7.9414455,0
babylabamsterdam,21,20,eight,262,0,eye-tracking,24,60,2,FeVe,Y,JaBa,N,13,nonsocial,square,first,right,Y,not_excluded,NA,NA,NA,NA,NA,N,seat_caregiver,male,female,N,NA,N,NA,B,R,R,Dutch,80,N,N,square,helper,right,N,NA,Y,5.9424032,16.4106187,0,Y,6.2009686,14.691527,0,Y,6.4909571,23.0748332,0,Y,6.375246,12.1608658,0,Y,6.3580879,7.5433607,0,Y,6.2458099,7.0092637,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
babylabamsterdam,22,21,six,187,0,eye-tracking,24,60,2,AnSa,Y,JaBa,N,1,social,triangle,first,right,Y,not_excluded,NA,NA,NA,NA,NA,N,caregiver,male,female,N,NA,N,NA,R,R,L,Dutch,60,N,N,triangle,helper,right,Y,usable,Y,10.9937824,3.3093474,0,Y,10.9949692,8.1450488,0,Y,10.9952679,7.1096472,0,Y,7.2457587,0.7118832,1,Y,8.5030971,5.8671108,0,Y,9.3728774,0.0152386,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
babylabamsterdam,23,22,six,187,0,eye-tracking,24,60,2,JuBo,Y,JaBa,N,11,nonsocial,triangle,second,right,Y,not_excluded,NA,NA,NA,NA,NA,N,caregiver,male,male,N,NA,N,NA,U,R,R,Dutch,100,N,N,square,hinderer,left,N,NA,Y,6.4929954,30,0,Y,6.4933515,7.0931263,0,Y,2.6593313,12.1091352,0,Y,6.4833609,30,0,Y,6.492926,30,0,Y,6.4754749,30,0,Y,6.4832724,30,0,Y,5.9750384,20.8626245,0,Y,6.493075,30,0,Y,5.6275857,6.4426607,0,Y,6.4929982,12.2098466,0,Y,6.4915474,25.0741644,0,Y,5.7205061,30,0,Y,6.1404566,18.3736239,0
babylabamsterdam,24,23,ten,313,0,eye-tracking,24,60,2,AnSa,Y,JaBa,N,1,social,triangle,first,right,Y,excluded,OutsideInterference,FailToMakeChoice,NA,NA,NA,N,caregiver,female,female,N,NA,N,NA,U,L,R,Dutch,100,Y,N,none,none,none,N,NA,Y,10.9916595,30,0,Y,10.9935473,14.2570353,0,Y,10.8108482,9.0427237,0,Y,10.9933446,30,0,Y,10.7930532,4.093372,0,Y,10.9290739,20.6575876,0,Y,10.9924628,9.9074112,0,Y,10.6408159,4.1737062,1,Y,10.9942615,5.6102931,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
babylabamsterdam,25,24,five,181,0,eye-tracking,24,60,2,FeVe,Y,JaBa,N,4,social,triangle,second,left,Y,excluded,FailToViewCritPeriod,NA,NA,NA,NA,N,caregiver,female,female,N,NA,N,NA,R,R,R,French,50,N,N,square,hinderer,right,N,NA,Y,6.7140842,4.1100129,0,Y,7.0995624,5.8784311,0,Y,9.5951329,4.1085767,0,Y,8.8640273,19.343923,1,Y,10.9715423,7.009608,0,Y,6.1164324,3.4919005,0,Y,6.5963055,2.6103934,0,Y,6.8883555,4.2470906,0,Y,7.070348,6.4358811,1,Y,8.1121053,14.6102622,0,Y,8.3763327,13.1446937,1,N,0.3603891,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
babylabamsterdam,26,25,eight,265,0,eye-tracking,24,60,2,AnSa,Y,JaBa,N,10,nonsocial,triangle,first,left,Y,not_excluded,NA,NA,NA,NA,NA,N,caregiver,male,female,N,NA,N,NA,U,L,R,Dutch,90,N,N,square,hinderer,right,Y,usable,Y,6.4921733,11.4745402,0,Y,6.4915305,6.1581713,0,Y,5.663033,4.9115845,1,Y,6.4933077,5.6401115,0,Y,6.1952012,6.42598,0,Y,6.4925213,5.9416789,0,Y,5.6281005,6.2596416,0,Y,6.4923277,7.3591384,0,Y,6.302495,16.0922145,0,Y,6.4945612,12.4094664,0,Y,6.4916247,6.5943268,0,Y,6.4937898,16.2615414,0,Y,6.4938734,9.5789346,0,Y,6.2240153,3.0404509,0
babylabamsterdam,27,26,nine,290,0,eye-tracking,24,60,2,FeVe,Y,JaBa,N,4,social,triangle,second,left,Y,not_excluded,NA,NA,NA,NA,NA,N,caregiver,female,female,N,NA,N,NA,U,R,R,English,65,N,N,triangle,helper,left,N,NA,Y,10.6230732,24.4102806,0,Y,10.5437561,28.9951522,0,Y,10.2088306,13.325317,0,Y,10.4268457,10.9584427,0,Y,10.7100199,5.3954916,0,Y,9.8545787,8.1421118,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
babylabamsterdam,28,27,eight,269,0,eye-tracking,24,60,2,JuBo,Y,JaBa,N,15,nonsocial,square,second,right,Y,not_excluded,NA,NA,NA,NA,NA,N,caregiver,male,female,N,NA,N,NA,B,R,R,Serbian,50,N,N,triangle,hinderer,left,N,NA,Y,6.4932101,21.3446857,0,Y,6.4936903,8.6259447,0,Y,4.4990336,7.2125229,0,Y,6.392282,10.1954593,0,Y,6.4585852,30,1,Y,5.086695,30,0,Y,6.4935655,9.5939195,0,Y,6.4947867,10.8604691,0,Y,5.7384798,20.108571,0,Y,6.4097373,6.9265443,0,Y,6.4784457,21.0591673,0,Y,6.4724235,18.2909673,0,Y,6.4914892,17.4286692,0,Y,6.4946308,13.8610935,0
babylabamsterdam,29,28,six,184,0,eye-tracking,24,60,2,JuBo,Y,JaBa,N,8,social,square,second,left,Y,not_excluded,NA,NA,NA,NA,NA,N,caregiver,male,female,N,NA,N,NA,R,R,R,Spanish,60,N,N,triangle,hinderer,right,N,NA,Y,10.994235,17.0751448,0,Y,10.9952933,15.9742575,0,Y,10.9918674,6.2433626,0,Y,10.9915235,10.3097868,0,Y,10.9938553,13.5773678,0,Y,10.9918957,1.8921909,0,Y,10.9920375,13.5239404,0,Y,9.9741698,18.7916928,0,Y,10.8084268,8.4755748,0,Y,10.8239971,20.0817108,0,Y,9.8955644,2.9256018,0,Y,9.7600878,6.5924254,0,Y,8.8739293,21.924672,0,Y,8.5968932,5.9272929,0
babylabamsterdam,3,3,nine,298,0,eye-tracking,24,60,2,AnSa,Y,JaBa,N,1,social,triangle,first,right,Y,excluded,EquipmentError,NA,NA,NA,eye tracking sticker was covered by her hair from trial 12 leading to signal loss,N,caregiver,female,female,N,NA,N,NA,B,R,B,Dutch,100,N,N,triangle,helper,right,N,NA,Y,9.7771475,9.2414431,0,Y,10.4582185,7.0605386,0,Y,10.3836562,6.1938116,0,Y,7.8332739,26.826392,0,Y,10.4495095,7.462268,0,Y,10.4304758,9.5086651,0,Y,10.8430988,5.7466955,0,Y,10.3288127,14.1568511,0,Y,10.5671803,5.4733925,0,Y,8.1293868,5.5923737,0,Y,9.3768696,15.8617093,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
babylabamsterdam,30,29,five,168,0,eye-tracking,24,60,2,JuBo,Y,JaBa,N,8,social,square,second,left,Y,excluded,FussOut,NA,NA,NA,"fuss out during calibration, did not start habituation phase",N,caregiver,female,female,N,NA,N,NA,U,R,R,Dutch,90,N,N,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
babylabamsterdam,31,30,seven,223,0,eye-tracking,24,60,2,FeVe,Y,MaMa,N,11,nonsocial,triangle,second,right,Y,excluded,EquipmentError,NA,NA,NA,calibration did not work well,N,caregiver,female,female,N,NA,N,NA,B,R,R,Indonesian,45,N,N,triangle,helper,right,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
babylabamsterdam,33,31,six,188,0,eye-tracking,24,60,2,FeVe,Y,JaBa,N,14,nonsocial,square,first,left,Y,excluded,FailToViewCritPeriod,NA,NA,NA,calibration did not work well,N,seat,male,female,N,NA,N,NA,U,L,R,German,60,N,N,triangle,hinderer,right,N,NA,Y,3.4982274,11.0932706,0,Y,3.0374085,6.6266811,2,Y,4.4322993,6.8253556,0,N,2.4304706,NA,2,Y,3.0308479,30,0,Y,3.6219812,7.8278257,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
babylabamsterdam,34,32,eight,264,0,eye-tracking,24,60,2,JuBo,Y,JaBa,N,4,social,triangle,second,left,Y,excluded,EquipmentError,NA,NA,NA,eye tracker kept losing signal due to infant tilting their head backwards and having eyes not fully open at times,N,seat_caregiver,male,female,N,NA,N,NA,U,L,R,Dutch,50,N,N,triangle,helper,left,N,NA,Y,10.9353671,26.1837505,0,Y,9.5907736,30,0,Y,7.3929158,2.7586943,0,Y,9.3114512,0.1075737,2,Y,7.145284,26.9237548,1,Y,7.0779668,23.60864,1,Y,4.2508067,18.907613,2,Y,8.8060989,0.0257346,1,Y,10.8895713,11.3415176,0,Y,5.6492763,25.5610172,1,Y,10.5839594,30,1,Y,7.5983241,8.7588823,2,Y,9.134726,2.6072215,0,N,1.1024184,NA,2
babylabamsterdam,35,33,nine,280,0,eye-tracking,24,60,2,FeVe,Y,JaBa,N,14,nonsocial,square,first,left,Y,not_excluded,NA,NA,NA,NA,NA,N,caregiver,female,female,N,NA,N,NA,U,R,R,Portuguese,75,N,N,triangle,hinderer,right,N,NA,Y,6.4923274,13.876320400000001,0,Y,6.4910642,9.2954348,0,Y,6.4942463,10.5426975,0,Y,4.6108263,12.1412585,0,Y,6.3622333,8.9435359,0,Y,6.4927515,16.0253927,0,Y,5.9439147,6.9092709,0,Y,6.2323409,18.1286445,0,Y,5.8737067,7.7098883,0,Y,5.2624477,8.5290238,0,Y,5.861675,18.9600246,0,Y,6.4941901,16.1442284,0,Y,4.7456536,2.0598549,0,Y,5.9126788,25.9113488,0
babylabamsterdam,36,34,five,177,0,eye-tracking,24,60,2,FeVe,Y,JaBa,N,14,nonsocial,square,first,left,Y,excluded,FailToViewCritPeriod,NA,NA,NA,NA,N,caregiver,female,female,N,NA,N,NA,U,R,R,Hungarian,100,N,N,square,helper,left,N,NA,Y,4.1969021,1.9434641,0,Y,5.9754705,11.3765064,0,N,3.146273,NA,2,Y,4.5095722,6.8605352,0,Y,3.8257425,6.8570481,2,Y,5.203857,13.5413898,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
babylabamsterdam,37,35,ten,312,0,eye-tracking,24,60,2,FeVe,Y,MaMa,N,4,social,triangle,second,left,Y,not_excluded,NA,NA,NA,NA,NA,N,caregiver,male,female,N,NA,N,NA,R,R,R,Dutch,60,N,N,triangle,helper,left,Y,usable,Y,10.4063096,18.9571191,0,Y,10.9922381,20.061407,0,Y,10.6415475,11.6251912,0,Y,10.9922919,12.0934429,0,Y,10.651145,8.5578858,0,Y,10.8915503,2.0587598,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
babylabamsterdam,4,4,eight,264,0,eye-tracking,24,60,2,JuBo,Y,JaBa,N,5,social,square,first,right,Y,not_excluded,NA,NA,NA,NA,NA,N,seat,male,female,N,NA,N,NA,R,R,R,Dutch,95,N,N,triangle,hinderer,left,N,NA,Y,10.9909127,12.3416259,0,Y,10.9956315,11.7082874,0,Y,10.9942487,6.2249862,0,Y,10.9919067,5.724214,0,Y,10.9923483,10.3094308,0,Y,10.8937085,13.9595982,0,Y,10.8751867,13.0456383,0,Y,10.9252629,7.1445217,0,Y,10.4764801,10.5442065,0,Y,10.993991,6.3936489,0,Y,9.2255151,9.3085909,0,Y,10.9098518,22.2931001,0,Y,10.5596181,13.7748195,0,Y,10.9756349,30.2733361,0
babylabamsterdam,5,5,nine,287,0,eye-tracking,24,60,2,JuBo,Y,JaBa,N,4,social,triangle,second,left,Y,excluded,FailToViewCritPeriod,NA,NA,NA,NA,N,seat_caregiver,female,male,N,NA,N,NA,U,R,R,Slovak,50,N,N,triangle,helper,left,N,NA,Y,9.7904815,28.3937247,0,Y,10.6748167,2.2422458,0,Y,10.4062279,30,0,Y,10.9909301,18.0255816,0,Y,9.1873815,1.3398583,0,Y,9.7251224,15.3590939,0,Y,10.8112278,32.1103096,0,Y,10.9955503,18.0599053,0,Y,10.9920741,19.3272649,0,Y,9.5062819,12.6093933,0,N,2.9466883,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
babylabamsterdam,6,6,nine,298,0,eye-tracking,24,60,2,AnSa,Y,JaBa,N,9,nonsocial,triangle,first,right,Y,not_excluded,NA,NA,NA,NA,NA,N,caregiver,female,female,N,NA,N,NA,U,L,R,Dutch,100,N,N,square,hinderer,left,N,NA,Y,6.2785056,18.7241217,0,Y,6.0450343,7.1922412,0,Y,4.011267,9.5090136,0,Y,4.3339453,14.9748284,0,Y,6.4954226,21.2095662,0,Y,6.4930402,19.8756219,0,Y,6.4917514,16.6450208,0,Y,6.4952741,13.593262,0,Y,3.9770181,2.2108614,0,Y,5.2602071,14.8578208,0,Y,5.113395,2.2084136,0,Y,5.7783435,30,0,Y,6.4916889,12.8738278,0,Y,6.2596104,20.5287112,0
babylabamsterdam,7,7,nine,300,0,eye-tracking,24,60,2,AnSa,Y,JaBa,N,15,nonsocial,square,second,right,Y,excluded,FailToViewCritPeriod,FailToMakeChoice,NA,NA,NA,N,seat,female,female,N,NA,N,NA,U,R,R,Dutch,95,N,N,none,none,none,N,NA,Y,6.475296,8.575981,0,Y,5.4273681,5.197321,0,Y,5.5262037,5.1934574,1,Y,4.7793066,3.6422093,0,Y,4.8419797,6.6432198,0,Y,5.6801927,3.8956444,2,N,2.0890343,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
babylabamsterdam,8,8,nine,296,0,eye-tracking,24,60,2,JuBo,Y,JaBa,N,12,nonsocial,triangle,second,left,Y,not_excluded,NA,NA,NA,NA,NA,N,seat,male,female,N,NA,N,NA,R,R,R,Dutch,100,N,N,triangle,helper,left,N,NA,Y,6.4904931,9.5604403,0,Y,6.4919245,16.9112027,0,Y,5.2528394,18.5739681,0,Y,5.4431427,7.7590686,0,Y,4.0576982,9.7765297,0,Y,3.8750164,5.142296,0,Y,3.9133289000000002,12.5763978,1,Y,5.445784,2.677347,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
babylabamsterdam,9,9,seven,213,0,eye-tracking,24,60,2,FeVe,Y,JaBa,N,10,nonsocial,triangle,first,left,Y,excluded,FailToMakeChoice,NA,NA,NA,NA,N,seat,female,female,N,NA,N,NA,U,R,L,Dutch,100,N,N,none,none,none,N,NA,Y,6.1575934,8.2460302,0,Y,5.8787356,13.2250609,0,Y,3.3818498,16.4103019,0,Y,6.479768,7.525185,0,Y,3.3276463,1.9444191,0,Y,5.8257443,6.9212638,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
babylablmu,01_MB4_23LOSA12,1,eight,270,0,single screen,24,61,2,Nia,Y,NA,NA,14,nonsocial,square,first,left,Y,not_excluded,NA,NA,NA,NA,NA,N,caregiver,male,female,N,NA,N,NA,B,R,R,german,100,N,N,triangle,hinderer,right,N,NA,Y,9.0905487,4.2709717,0,Y,9.0871505,6.0696551,0,Y,9.0770661,6.8353076,0,Y,9.0672369,4.6953782,0,Y,9.0936611,7.5265809,0,Y,9.083779,2.3930898,0,Y,9.0871853,10.7721741,0,Y,8.6735824,0.404814,0,Y,7.6835941,6.1675253,0,Y,9.084072,2.0588622,0,Y,9.0671141,5.6648919,0,Y,9.0939321,4.5295095,0,Y,7.4411106,3.1928224,1,Y,8.2238292,3.00129,0
